Madhukumar,HUKUMAR@e.ntu.edu.sg,SCSE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
Alexei,OURIN@e.ntu.edu.sg,ADM,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
Chattopadhyay,UPAM@e.ntu.edu.sg,EEE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
Datta,ANWIT@e.ntu.edu.sg,SCSE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
Arvind,ARVI@e.ntu.edu.sg,NBS,0b14d501a594442a01c6859541bcb3e8164d183d32937b851835442f69d5c94e
Moxley,JONMOX@e.ntu.edu.sg,NBS,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
Jericho,OCHO@e.ntu.edu.sg,CCEB,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
Wight,BIGSHO@e.ntu.edu.sg,EEE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
Miro,RUSEV@e.ntu.edu.sg,CEE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
Sergey,SITROK@e.ntu.edu.sg,MSE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
Kyvat,DANIIL@e.ntu.edu.sg,SCSE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
Verstappen,MAXVER@e.ntu.edu.sg,MAE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
Da Costa,ANTON@e.ntu.edu.sg,ADM,0b14d501a594442a01c6859541bcb3e8164d183d32937b851835442f69d5c94e
D'Ambrosio,JEROM@e.ntu.edu.sg,SOH,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
Callaway,UNDERT@e.ntu.edu.sg,SSS,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
Wang,WLEI@e.ntu.edu.sg,WKWSCI,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
Nakamura,SHINSUKE@e.ntu.edu.sg,SPMS,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
Mamoud,FAISAL@e.ntu.edu.sg,SBS,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
Lim,STEVEN@e.ntu.edu.sg,ASE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
Gunther,WALTER@e.ntu.edu.sg,LKC,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
Hassan,DAIVARI@e.ntu.edu.sg,NIE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
TestStaff,TESTSTAFF@e.ntu.edu.sg,SCSE,0b14d501a594442a01c6859541bcb3e8164d183d32937b851835442f69d5c94e
